tweet_id,text,label
563304874038018048,"@HumanistFury @FeministFailure It's still going strong...but I will eventually devolve into pics of hot women ""Pam or Carmen""? Etc.",1
563306241473413120,"RT @TwittingSystem: @MT8_9 @ZombieNeith Huh. ""feminism is for fucking women""?Sign me up!",1
563306785302642688,@Dreysander1 Should be. I already have the advice for future college men.  Find older women OR date girls from ANY college but yours.,1
563306925216268288,@Dreysander1 The college tribunals only apply if BOTH attend that school.,1
563307738403704833,@LMargolez My Twitter account is hilarious. But I cannot take credit. The mind numbingly moronic feminist hypocrites deserve the credit.,1
563308221600137216,".@kmx1974 @Scyleet You never Googled ""financial abortion"" OR you are too dumb to comprehend otherwise you would NOT ask what you did. Which?",1
563308597476859905,"@Dreysander1 Hard to say.  I naively had my fun, not realizing the anvil above me.  I believe having that ""fun"" is key to later monogamy.",1
563308869867556864,@Dreysander1 Sons are at much greater risk now than daughters because of feminist laws.,1
563312743722541056,@Dreysander1 Absolutely.,1
563313083922513920,"@Dreysander1 I dunno.  Knowing what I know now or in today's environment, I would NOT date any girl from same school.",1
563313417508093952,@DoWeWantTo @LMargolez Pedos.,1
563319570862469120,"@Dreysander1 Biurny Pegeuro put a man in jail for 20 years, never even had sex. Lied to her friends about ditching them at a club, so she...",1
563320019141267456,@Dreysander1 It took the priest a year to convince her to tell the cops.  He served 5 years out of 20.  She got 26 months.,1
563340056220696577,"RT @_chrisdowns_: #QuestionsForMen This one's good, and topical. http://t.co/RrP5IZrRpE",1
563344334012289025,@BLUNTmoms How?,1
563348777197903872,@BLUNTmoms Is that wrong?  Is forcing them into parenthood wrong?,1
563363714401705986,@Ryan140GG Nope. Adoption and safe haven.  She is not bound.,1
563376343338188800,"@UseUrTongue You need serious help, Gags.  I hope you find it. http://t.co/W1u9n2sjMh",1
563376524372742146,"@DomesticPirate @Vosnic @uomo389 Not arguing against abortion but for his choice, too.",1
563379142671233024,@UseUrTongue Get help.  Seriously.,1
563427280232665089,@jakesayshibro Thanks. I appreciate that.,1
563440959472812032,@sjhough Hey...how did you make that =/= thing?,1
563442450900209665,@Mora_Fornelli An enemy of @clementine_ford is good enough for me...F/F,1
563446724459782146,"@IsabellaEscort When I ask them that verbatim question, they call me an abusive misogynist.  You?  Do you ever actually get an answer?",1
563447271078256640,"@IsabellaEscort Please do sometime, let me know.  In Canada they just passed a bill led by feminists.",1
563452724344549378,"@holliebakerlutz Why was she fired, do you know?",1
563453639042543616,@holliebakerlutz What does that 23% figure represent?  How was it derived?,1
563457086538153987,.@BlackOpal80 Are you a feminist?  @WildeArthur,1
563504036981141505,@kmx1974  Stupid. Got it.,1
563510149675892736,"@jsydneym We found out quickly most of these ""questions"" were not looking for answers.",1
563544441940893696,@DoctrineDark798 You should be able to save from here...right click or hold down on them and you should get a save option.,1
563545362112479234,RT @mrlowercasea: #questionsforwomen #questionsformen Do you view someone less reasonably if they openly declare hatred of your gender? htt…,1
563547956230778880,@juliarforster Yes. http://t.co/ixbt0uc7HN,1
563549116551421952,"@aly_552 Yes.  Am I a victim, too?",1
563552478084747264,@PariahPotimouth Shhh....it's a trap. http://t.co/umkBRTqYfA,1
563552896550465536,"RT @Shermertron: @MT8_9 Has she been fired yet? Male writers for ""newspapers"" usually get fired for much less. #QuestionsForMen",1
563554951742652416,"@ChristinaLoken1 Do you think implying someone can't get laid is ""sexist"" or ""abusive""?",1
563555440379068417,@PariahPotimouth Feminism.,1
563558130626605056,@ChristinaLoken1 I derive the same meaning.  What have I missed?,1
563559567939100672,@anniekfox Why can't you tell?,1
563564937994579968,"RT @RemyNorth: These #QuestionsForMen are mostly ignorant &amp; sexist. ""Do shitty things happen to you?"" ""Isn't your life perfect?"" ""How many …",1
563567039433162752,@anniekfox Can you give an example?,1
563567281348026368,@PariahPotimouth Couldn't fit in one tweet.  I followed it up.,1
563568235023720448,"@anniekfox Hmmm...that's a good point. Bathing in male tears is more of a feminist thing, huh?",1
563569869212626945,@vivant @tomsaw200 Oh? http://t.co/xOJhWhuI3Z,1
563569952599592960,@vivant @tomsaw200 You sure? http://t.co/THwiZ2qDBR,1
563570506394505217,@anniekfox There is literally photo evidence above...?,1
563571279199236096,@anniekfox Why are denying and marginalizing his abuse?,1
563571480928481280,@aussielung Conversely @Shermertron is a good guy and egalitarian.,1
563571795820027904,"@anniekfox So if he hit her in the same way for what she was wearing, that would be OK, too?",1
563572453168123905,"@anniekfox I'll take that as you saying ""yes its OK for him to hit her in the same way"".",1
563572552141131777,@julia_goo_lia @anniekfox Why are you body shaming her Man Hands?,1
563575116161122304,@anniekfox Who would that be?,1
563578907484381185,@Shermertron @aussielung Why can't shelters serve both?,1
563578999885299712,"@Shermertron @aussielung Based on need, not gender?",1
563582863531335680,"@I_Am_Chantastic Men are attacked 4 times more, just FYI.",1
563587039032246272,@feministlah This is the tag's founder... http://t.co/FRGiq2MN1g,1
563588373064208385,@amberhasalamb Can you explain why this is wrong? http://t.co/pTkwk45P9P,1
563590764777992193,"@amberhasalamb I have no misogynist views.  Feminism is an ideology, not a gender.  FYI.",1
563590998841126913,"@Transic_nyc With luck, she'll be a stylist...",1
563591268815888384,@amberhasalamb Can you comment on Ford doing the VERY thing she complains of...? http://t.co/gBvOjnmbcV,1
563592695667757056,@feministlah I'm looking for them...lot of hay on top of those needles.,1
563594625353805824,@amberhasalamb ...in what way?,1
563594992900657153,"@amberhasalamb I didn't realize I was supposed to treat you as a child whose opinion is irrelevant, sorry.  My bad.",1
563595379275755520,@tsupdawgs @feministlah I'll take any screen grabs you have.  Thanks.,1
563596192647749632,@amberhasalamb  Separate conversations.  She told a guy concerned about circumcision that he can't get laid.  Exactly what she whined about.,1
563597833455296513,"@hayleyjoness @Fatboyisangry1 That is feminism's doing, you realize?",1
563599545805049856,"@hayleyjoness Why do you judge on genitals, rather than merit?  If a man works in an 80% female workplace, should he cry discrimination?",1
563599899716239362,@feministlah @GreenWeiner No.  Valid point.  I have never actually seen an MRA say he hates women (openly) like #KillAllMen etc.,1
563600989534834688,@hayleyjoness Curious...do you know what the 23% (pay gap) figure refers to?  Do you know how it was derived?,1
563601400115265536,@feministlah @GreenWeiner No True Scotsman.,1
563603586031304704,@feministlah @GreenWeiner ...who are mislabeled.,1
563603837031022592,"@hayleyjoness YW...?  Well, if you know that men and women do different jobs, why WOULD the pay be the same?",1
563604337700896769,"RT @thesledgetobias: @MT8_9 @amberhasalamb My god, so it truly is a projection.",1
563605562211172352,"@hayleyjoness ...as a result there is a POSSIBLE supply of 100% of the population for all ""female"" jobs vs. maybe 20% for some ""male"" jobs.",1
563606398735749120,@feministlah @GreenWeiner Women have more legal rights in every Western nation.  Who is privileged?,1
563607439283863552,"@feministlah @GreenWeiner So feminism is NOT about equal rights, but a socio/polital movement?",1
563610208032006144,".@feministlah @GreenWeiner Way way more than one...and why not...that's how they arrive at ""male privilege""? #AntiSJW http://t.co/LmPvPJvsyx",1
563610875572285440,"@feministlah @GreenWeiner Picture was gender neutral, but...sure.",1
563615156991963137,".@feministlah @GreenWeiner I never said men didn't have privileges or that women didn't face biases, but its more 50/50 than one way street.",1
563718528810119168,"RT @jarod_frye: @MT8_9 @robinashe @hayleyjoness Actually I have. The same thing happens to African Americans, Spanish, and other minorities.",1
563726728674439168,@SweetWalkTalk Not when it just ends in rape charges...,1
563732199254794240,@thereginamom @JDefiant9 @jeffj666 If Paul Elam said the same about women...you'd be screeching about it.,1
563734375582277633,"@JDefiant9 Well, I'd have no way of knowing. General point.",1
563738667273842688,"""@Brittany_Blade: #FemFreeFriday because fems aren't actually doing anything for oppressed women in the Middle East."" http://t.co/pUYim4Q8jk",1
563743444711907328,@victorymonk @shaner38 @chappygolucky That was/is in reply to her.,1
563752115739176960,RT @underwaterprick: What i learned from #QuestionsForMen http://t.co/GQLKJhWVqq,1
563773630283145217,@Shermertron Good job having her call you a loser...BTW That hypocrisy is gold.  Hopefully someone will see it.,1
563780038361755648,@EuroSlavA @brenbarber She's great.,1
563780884994617344,@EuroSlavA @brenbarber Those two are the only self ID'ed feminist I can think of who are legit.,1
563781767388090368,"@EuroSlavA @brenbarber I actually wish they would just start using ""egalitarian"" so we can just let feminist mean the misandrist hypocrites.",1
563787800663691265,.@WayJamesO Yep. The Coyotes. They have an out in 2-3 years. #NHL would have gone to Seattle.  But no building. Vegas will get them instead.,1
563795919666044928,@AJM9588 Hmm...which is the root cause of their hypocrisy.  You have swung me.,1
563798975350726657,@BillRigg Picwhatting? And you have quoted none of the tweets.  What are you trying to say...?,1
563812697490219008,@PsychScientists @geekyjessica Can you explain why what she described there is wrong?,1
563814263903371264,@luckykaa It is our individual listing numbers on a Gamergate block list the SJW feminists created.  Worn with pride...,1
563816587522629633,"@PsychScientists I meant this one. Can you explain why it's wrong/""sexist""? http://t.co/qMhfs4yIk3",1
563821097645113344,RT @BlackOpal80: Handy guide for what to expect when participating in #QuestionsForMen @MT8_9 http://t.co/Gh4ODnW9oj,1
563827229822828544,@shaner38 @scarmichael18 I know of NO places single men may in US.  Some states do bar ANY single parents.  Some only men.,1
563830259792228355,@scarmichael18 @Synthovine Forgot already? http://t.co/a6noUBGcRR,1
563831508507820032,.@scarmichael18 @shaner38 He gets to legally decline parenthood during first 22 weeks after conception. 2 more weeks for her #choice after.,1
563832401181556737,@scarmichael18 @shaner38 No idea what u said.,1
563832718891687936,"@shaner38 @scarmichael18 Kid.  Not sure if should is really shouldn't, etc?",1
563832860826927105,@shaner38 @scarmichael18 Would rather.,1
563835921628688384,.@scarmichael18 @shaner38 She will often not know.  It should be opt in not opt out so that he must be told.  Or else they will hide it.,1
563836022413594625,@scarmichael18 @shaner38 Not legally.,1
563836649856315392,"@scarmichael18 Every time I suggest it, feminists insist they will so if deadline passes, he should be stuck w/o choice.",1
563838207226572800,".@scarmichael18 So, you will continue to oppose equality no matter the logic...?",1
563838531265896448,"@TheShujaatAli @PsychScientists Me, too. It was going perfect. Got him on record when he thought it was just women before showing him truth.",1
563838911630569472,"@scarmichael18 How about you unfollow me while you are at it. Feminists who follow get blocked.  I hate to block so, plz unfollow.  Thanks.",1
563854494338138112,@TheShujaatAli I like a multimedia approach.,1
563856852103225346,".@TheShujaatAli Well, I assume you saw my Clem Ford stuff.  No MSM will write the truth about her. @AsheSchow maybe? http://t.co/XhXDywx5I7",1
563857493747838976,"@TheShujaatAli @AsheSchow is awesome, if you don't know her.  Write the truth about feminism.",1
563859660030373888,RT @FeministFailure: #QuestionsForMen Are you aware that feminism is teaching women that men cannot experience sexism or discrimination? ht…,1
563860463889690624,"@basicrepublican My favorite...when they argue to deny men choice, they literally argue abortion is NOT a ""reproductive right"".",1
563860678801645568,@malugatto No.  I'm not a sexist.,1
563860729699528704,RT @TehMenz: #QuestionsForMen did you know that when you look at a girl - you rape her? http://t.co/glPlA1So3a,1
563861299680247809,.@basicrepublican Pretzel logic is understatement.  #SJWLogic is like a pretzel being beaten and tossed off the Sears Tower. Puddle logic...,1
563864063642697729,.@zBruceey @scarmichael18 Well...I'd bet on the latter... http://t.co/QA6MYr4Wdw,1
563868055001124864,@AsheSchow @TheShujaatAli Feminist writer...think Valenti of AU from what I know.  Started the # QuestionsForMen Huff Po &amp; others wrote up.,1
563871716066091008,"RT @TehMenz: #QuestionsForMen Did you know that scientists agree that women ""slut shame"" to make vaginas more valuable to you? http://t.co/…",1
563874374696968192,@ATLsportsPayton Because if an obvious GA sports nut DIDN'T...that would explain it all.,1
563878778410385408,@DrJoanBeckwith You don't regard Ford as a problematic figure? http://t.co/8DmIDw7XPs,1
563881133474349056,"@DrJoanBeckwith So, no issue with her doing the very thing she decries, then?",1
563900540925796352,"@BlackOpal80 Yeah. My eye opener was a pay gap article. I know a little about econ...tried to explain why it was math, not sexism.  But...",1
563903732916969472,"@BlackOpal80 ...I learned that doing so made me a ""misogynist"".",1
563904669416964096,".@BlackOpal80 But not a joke, a lot of her writing created the false ""rape culture"" crisis &amp; whose theories were drivers of new CA rape law.",1
563905276496334849,".@BlackOpal80 Then what REALLY opened my eyes. An article on financial abortion. Even, after reading, I still opposed. Responsibility, etc.",1
563905623348506624,".@BlackOpal80 ...UNTIL I saw prochoice feminists in comments using VERBATIM ProLife arguments against men.  ""Selfish. Jerk. Think of child.""",1
563905844686102528,".@BlackOpal80 Realized then that selfish hypocrisy is the crux of modern feminism, not equality.",1
563907121633591297,.@BlackOpal80 I know little more than I just told you. I just thought her smiling face of hypocrisy/misandry epitomized modern feminism.,1
563914461111529472,RT @BlackOpal80: Well @MT8_9 I checked out Jessica Valenti's Twitter. Nice objectification of men and threats of violence. http://t.co/xRhx…,1
563914538097995776,@BlackOpal80 I'm blocked.,1
564032691847180288,"@BlackOpal80 People assume she saw my avi/name &amp; blocked.  Nope, blocked by her before I knew who she was. Fems use a block list. So...",1
564032923825750016,@BlackOpal80 ...as soon as you follow enough known anti-feminists their block list activates and blocks you.  Possible she is unaware of me.,1
564033218463031296,".@BlackOpal80 But, the idea they want to do ANYTHING but lecture with dubious facts they don't want challenged is exposed by their blocking.",1
564035696608817152,".@BlackOpal80 Yep, pathetic. Let's examine idea anti fems just hate women.  Do misogynists fight for their ""right"" to hate?  Or just hate?",1
564036035399528448,".@BlackOpal80 Like, if #GamerGate really just hated women, why bother with GG?  Need NO permission to hate. They could just hate/play games.",1
564037696318754817,@NUBionicwoman Is it wrong to argue by implying the other person cannot get laid?,1
564038185781436416,@LucasDavid__ ..says an unthinking pussy.  Yawn.,1
564038623465447426,"@YTM1staWu1fy Sweden, man.  The Swedish men are cattle, at this point.",1
564042311433486336,.@CriticalKaiju There is literally nothing more creatively pathetic than taking an existing film and just making a black or female version.,1
564046400955367424,.@knux1995 Close up shop.  #Feminism is just a roadblock in #egalitarianism's way at this point.  #Equality must be equal.  Not gynocentric.,1
564049587896594432,"@bmackillopthio Hmm..possible.  I don't read tabloids. I just know he boxes.  Another guy had one.  Donald Trump.  Diva like, right?",1
564049824274989058,"@bmackillopthio But, Trump gets called a megalomaniac.  Is that a gendered slur, too?  I never hear women called megalomaniacs.",1
564050039048507392,@oscoscoscosc Exactly.  It's a sexist marketing ploy.,1
564050685764055040,@BristolBen Not me. Either guns blazing or waiting quietly in my Trojan Horse...,1
564051390436491266,".@knux1995  Most Democrats now avoid ""liberal"" like it's diseased.  Stop propping up ""feminism"" w/ credit for the Women's Rights Movement...",1
564051782822023169,.@knux1995 ...allow word to evolve to it's current meaning (selfish misandry) and remove them from the #equality movement so adults can work,1
564052037546303488,".@knux1995 No, no...this is my view on how to move equality forward.  Must root out those who claim equality while working against it.",1
564052929297252352,"@bmackillopthio @DWidgy Define ""forcing"".",1
564053455980199937,"@KachoArinoDesu @Bananaramble Make a new damn movie, you hacks...is my point.",1
564053693444935680,"@kittiedolls @TiodeCapaNegra You have more legal rights than I do, is that OK?",1
564055573176803330,"@bmackillopthio Don't know her, sorry.",1
564056239584591872,@BrokeTilIGetRch @CriticalKaiju Nope.,1
564059548332613633,"@PardusXY @silverwolfcc Unrelated to Highlander.  I also prefer Fletch Lives over the first for same reason as GB 2.  Funnier, bottom line.",1
564067810348105728,@Bananaramble Two of those three are already real...,1
564071104407691264,".@BigBadCharn Please identify the straw man, Dunce.  My sarcastic mocking hypothetical or those real examples?",1
564077514147254273,@wiemanindenwald Sooooo true.,1
564077831601528832,".@rawobjectivism @robscragga @BlackOpal80 ""Google Christina Hoff Sommers Wage Gap or Pay Gap""  She uses real facts, not anecdotes. #EqualPay",1
564081197685702656,@dultery @Dex_is_Dope No joke.  A Swedish lawmaker proposed requiring men to sit when they pee...,1
564092406480793601,RT @CathyYoung63: Column in @ColumbiaSpec questions #EmmaSulkowicz coverage in view of my @thedailybeast piece http://t.co/z6jwJwnJSJ,1
564095472118554624,"@Anthony3291 If they had any shame or self awareness, sure...",1
564099641604861952,Is it lost on most #QuestionsForMen was essentially Ford's way of exempting her schlocky clickbait from criticism? http://t.co/29pgEhzUQT,1
564101649216835584,"@SultraSoV Yes and no.  1A issue but banned as ""sexist"" when a feminist shirt would not be...",1
564101907741147136,".@robscragga Start a Paetron.  Unless you are in UK, then you can claim disability.",1
564115680539074560,@AutobotBlades First tweet in years and it's a total false equivalency.  Why? http://t.co/DcJprECjCx,1
564123297940393984,".@manishlimbu532 No.  No reliable numbers.  But, a small town police department did a nine year study of their cases once...41% false.",1
564123576488325120,@thesledgetobias An Illinois PD studies nine years of their cases once....41% false.,1
564125632364150784,".@abnormalcybias @manishlimbu532 Well, what differentiated it was they knew the number of rape complaints that recanted. Most only count...",1
564125884404084736,.@abnormalcybias @manishlimbu532 ...women who are actually charged/convicted of it.  It's almost NEVER prosecuted. Cops just close the case.,1
564126550535073793,"@abnormalcybias @manishlimbu532 ""Google false rape accusation 41%"" might work.",1
564130793702690816,@thesledgetobias ?,1
564151740195299331,".@ListenToRaisin Never said ""men are smarter"". I said feminists are stupid. Most women are not feminists. But 100 answers... I'll focus on 2",1
564152091094966273,".@ListenToRaisin Patriarchy is a myth, so the system has no push back &amp; feminists use chivalry &amp; benevolent sexism masterfully to own ends.",1
564152650803867648,".@ListenToRaisin No question. Feminists have the media. Did you see any mention of Clem Fords OPEN bigotry, etc?  Nope. ""Narrative"" is all.",1
564156076849762304,@JakePentland @ListenToRaisin Rock is much closer to Socrates than most know...,1
564178493366231040,"@shanifrr @CordovanSplotch Excuse me, did you say that feminism is for everyone, including men?",1
564182473198682113,.@ILivUndrUrBed @Bananaramble @ListenToRaisin  Yes. Your apathy.,1
564183620990947328,.@ListenToRaisin @ILivUndrUrBed @Bananaramble The fate of most feminists...,1
564184294805884928,"@sara771987 ...like I said.  A ""symbol"" is a ""symbol"".  Jewelry, however, can be pawned later.",1
564186104245395456,.@ILivUndrUrBed  Anything but yourself.  Like EVERY feminist on Earth.,1
564201969057665025,"@TehMenz A genuinely interesting question...of course, the answer is predictable and boring.",1
564204278122692608,"@LoveAndLonging ...how is that example ""sexism""?",1
564218232811577345,"@plaidcat9 He was also just existing, no?",1
564218476882309120,@ILivUndrUrBed @CarolynnEva No.,1
564219146100281344,.@WayneJBurrows @adriennecgomez @ListenToRaisin ...feminism would only have a name issue.,1
564221516402159617,@JamesBolton11 Yup.,1
564225157934620672,"@HumanistFury You pay, yes.  Split, no.  She pays, no.",1
564226078932467712,"@HumanistFury @ListenToRaisin Remember ""Gaga""?  What would you guess her IQ to be?",1
564227478546550787,@Audmum1 @ILivUndrUrBed @CarolynnEva You linked to BLASPHEMY!!!,1
564228341918887936,"@HumanistFury @ListenToRaisin  They are mostly borderlines, yes.  W/ mucho NPD mixed in... &amp; lots of bipolarity.",1
564231359842222082,"@BristolBen @HumanistFury @ListenToRaisin Suspended, here under a new acct.  Stalked me for a day or so.  Legit ""issues.""  Kid gloves on...",1
564234488839155713,"@HumanistFury @ListenToRaisin @BristolBen ...unless it's at her (pencil filled) hands, of course.",1
564234864980140032,@HumanistFury @ListenToRaisin @BristolBen I have about 12 like that.  Would be hilarious if she didn't need help so bad.,1
564238050700853248,".@BristolBen @HumanistFury @ListenToRaisin ...and a few I like talking to even if I know, they will be same as others when push comes to...",1
564252361204301824,@sexyconserv  Both. My desire to play video games is never stronger than after sex.  Can finally focus on something other than sex...,1
564265649829339136,"So, feminists will trend #FeministsAreUgly and then complain how the fact #FeministsAreUgly is trending is proof of misogyny in society.  K.",1
564271047428825089,RT @unpccomix: @MT8_9 Thought you might like one of my comics. From UnPC Comix :) http://t.co/RDzdCQHjSc,1
564271182644793344,@unpccomix I saw this the other day.  Excellent.,1
564304123844366336,RT @asredasmyhair: Just going to keep this here so I can direct fems to it when they want to argue. My #WomenAgainstFeminism blog http://t.…,1
564304967566368768,@Fullerarty Ahem... http://t.co/Xdi7cMJHBo,1
564310007034826753,@ValiantRook I don't doubt other life but realistically don't think we'll see any evidence in any of our lifetimes so I don't think about it,1
564310213751103488,@ValiantRook But Riley was hilarious on Stern.  Hadn't thought about him (or the Biovians) in years.,1
564313315132706816,@VanCanucks @CaptainCanuck0 Bitter Geno.,1
564330527004852224,@NoBullshitGamin ...not what I'm looking at.  No.,1
564447638716940289,@JDefiant9 I am tennis neutral.  Just setting up the joke.,1
564448879593414656,@trishesdishes  No.  Name one men's right they fight for...,1
564463206731485184,".@a2daj123456 Thanks.  I think it's hilarious.  But, I realize there is a limited market for Terry Pendleton humor...",1
564464214501097472,@dultery Oh my...that is the trolling equivalent of a WMD.  A Meme of Mass Destruction.,1
564469092870942720,"@dultery I'll find a ""special occasion"".  Thanks.",1
564470367121453056,@cjn159u ...for what possible stated reason?  To slow men down to women's pace...?,1
564471380008120320,@cjn159u This is what happens when you confer the dignity and respect of MLK and real civil rights leaders upon untreated borderlines nuts.,1
564472764786946048,@cjn159u To an extent...we are not exactly overwhelmed with great options/choices.,1
564473244049100801,"@cjn159u You've seen the article by founder of NOW's sister, right?  More and more I see feminism thru this prism... http://t.co/7jOETvnH9A",1
564473358293561344,@cjn159u ...it's backdoor communism.,1
564474287415779328,"@cjn159u Have no answer there. Hillary is a horrifically flawed candidate, but...Bush? Romney? Santorum? Huckabee? Choice of shot or stabbed",1
564500827016937472,RT @thisonesakillaa: @MT8_9 I'm dying,1
564563112477855744,"@mikeyfenn You appear to have common sense.  So, no, you'd be totally wrong.",1
564563699315519488,"@trishesdishes Are you aware women have more, not fewer legal rights than men?",1
564568195965915138,RT @TehMenz: #QuestionsForMen Did you know feminists think that violence is okay so long as the victim isn't seriously injured? http://t.co…,1
564569836270145537,@trishesdishes Why ignore my question to deflect with yours?  Are you aware men have LESS legal rights?  Is that equality?,1
564572934539575298,@GreenWeiner Let's test. http://t.co/cKdwbYwQ9V,1
564573415231991810,@GreenWeiner  It's close.  Need one of those Conan O'Brien morphs of Tony and the Big Hurt.,1
564576651867336704,"@boxedariel So...is the answer ""nothing""?",1
564576877151793153,@boxedariel Can you explain the wage gap?  What does the often cited 23% figure reference?,1
564577179955372033,@boxedariel None of these things are true.  But I return to the original question...research. What have you read?,1
564577480812797952,@boxedariel Where is your knowledge of feminism derived?,1
564579451670122496,@boxedariel @LostSailorNY Can you be legally forced into parenthood?,1
564579655643332608,@boxedariel @LostSailorNY Single men cannot adopt.,1
564581658205388801,@purposelyflawed http://t.co/P6KTLT0XBZ,1
564581800304209921,@boxedariel @LostSailorNY No one said she should.,1
564582526866718721,.@trishesdishes US. Canada. UK. France. Switzerland. Germany. India. Every western nation and then some.  Men have less legal rights. Equal?,1
564583592500948992,@boxedariel @LostSailorNY If it's her choice alone...yes.  Do you oppose single mothers?,1
564583764073136129,@boxedariel @LostSailorNY She can abort. Adopt it out. Safe haven.,1
564591242567507968,"@trishesdishes Go back to the top of this thread and read again, then.",1
564596092101488640,"RT @shoe0nhead: @thisonesakillaa @MT8_9 @TehMenz ""women r just as strong as men we r all equal wait men r stronger dont hit women we r weak""",1
564621618279112704,@imprisonedrider Can you explain why that would be sexist?,1
564623262232354817,RT @fruitondabottom: #QuestionsForMen #WomenAgainstFeminism Another one who only wants to hear herself talk. http://t.co/I9gvXqZQj1,1
564623566747226113,RT @GamerCatHenri: #QuestionsForMen Did you know rape is bad?,1
564639863526674433,"@ChristianMcBane @TehMenz Agreed. Idea it's ""not a compliment"" absurd.  Most important compliment...",1
564642621206065153,"""@Lesleywallace1: #QuestionsForMen Have you been told your pants are distraction to boys in school?"" Just our shirts. http://t.co/0W5HYr3p0B",1
564138297333936130,"RT @CathyYoung63: To @MHarrisPerry, #BlackLivesMatter obviously does not include Brian Banks, whose life was nearly destroyed by false rape…",1
564650389673623554,@TehMenz @ChristianMcBane OK w reasonable burping. Sneezing is involuntarily so...moot. Can totally live w/o inhaling others fecal particles,1
564655769329889281,"RT @sbhouse1978: @GameDiviner @MT8_9 Picture #1: Beaten, but defiant. Picture #2: Beaten until the soul is dead.",1
564656982372925440,@TooPawned Or grab a camera...,1
564664537132314624,@HumanistFury @Lesleywallace1 Feminist shirt never gets tossed.  But no shock...fems own our schools.,1
564802009560543232,"@Foxfairy And I can't think of any good remakes period, actually.",1
564802393402253313,@calcetin13 @boxedariel  First hand account from NOWs founder's sister = BS how?,1
564811133077692418,"@Mich_McConnell @TamedInsanity The ""after all"" denotes sarcasm that you take out of context, Goebbels.",1
564815112566218752,@ListenToRaisin @trishesdishes Proof?,1
564824605353725952,.@Mich_McConnell @Cerebrawl80 @TamedInsanity Literally asking YOU to explain what you know the 23% figure represents. What does it compare?,1
564876831309185025,"@Iloveoldtools @Angry_Feminazi No.  Actually, she has an economics degree.",1
564877365143404544,@Iloveoldtools Wiki,1
564908069126414338,@manimeister15 Is saying that sexism?,1
564908152718888961,@RaidersGirl20 How is that sexist?,1
564911967291572225,"@manimeister15 No, I meant...can you explain why telling a person you are arguing w/ they cannot get laid is wrong.",1
564914515431919618,"@manimeister15 Wait, do you realize you just did the very thing the tweet you posted said is wrong...?",1
564973618070044672,@CheckItCool @CriticalKaiju Which tag are you referring to?,1
564977273800257537,"@CheckItCool @CriticalKaiju U realize QuestionsForMen existed before Ford started posting snide crap in it, right? http://t.co/EaKt1gODFy",1
565008920004276225,"RT @jenniferkateFPS: @MT8_9 I love this b/c I am also a scientist working with men w/ more education &amp; experience, yet I haven't experience…",1
565102960708177920,RT @mlktestbot: MT @aliennnqueen: Daily reminder that I 100% don't care about straight cis Jews's opinions on racism &amp; feminism.,1
565103225213177856,"""@ErikssonMalin85: Have u ever expressed ur anger only to be asked the question: are you hormonal? #QuestionsForMen""  Testerosterone?  Yeah.",1
565103397821370368,"""@ErikssonMalin85: Have you ever been threatened with rape by a woman? #QuestionsForMen""  Yes.  Many times, but ONLY by feminist women.",1
565103640096956417,"""@ErikssonMalin85: #QuestionsForMen ever walked home in dark seen another person and becomed scared?""  Men are attacked 4 times more often.",1
565103820611387392,"""@ErikssonMalin85: Why is a man afraid to commit to woman he really loves? #QuestionsForMen""  Sexist biased divorce laws will ruin his life.",1
565111658172153856,@AndrewBLeh @N7Kopper @nitramy Ever play Rambo on old NES by any chance?,1
565119799672709120,"@N7Kopper @InnominateSterd @nitramy To be fair, I read his ""you hate"" as ""your hate""...my bad.  Working on worst sleep ever...sorry.",1
565125316335923200,.@trishesdishes Can you be legally forced into parental obligations?  Can your genitals be cut at birth?  Does your right to vote have an *?,1
565139679595335680,".@MarciaCrocker01 @trishesdishes ..mistake. I find both abortion &amp; child abandonment detestable. But, if one gets an awful choice, both must",1
565141645818347520,@GamerBobobobob @trishesdishes Think she meant would men who shed obligations also lose rights..?  Yes.,1
565142403258920962,@Femitheist @trishesdishes ...have to pay.  If she knows he can walk way w/o paying...I think she might drive a bit safer.  I understand...,1
565142573811900417,@Femitheist @trishesdishes ...many don't have the awareness to operate in what most know to be self interest. They will defy most solutions.,1
565147016775598080,".@Femitheist I agree. FTR I am no fan of abortion or child abandonment.  But, I can't accept him going to jail for not abiding HER choice.",1
565149118151266304,".@Femitheist @ktonieskacze Hard to say w/o knowing if avg. welfare w/o a dad is &gt; or &lt; avg. CS payment.  If less, it would REDUCE incentive.",1
565150073261408256,RT @TehMenz: @MT8_9 @brenbarber @MadMax9990 This tweet deserves more love. It's a good point.,1
565154066628878336,@ktonieskacze @Femitheist Agreed. Thoughtful. Every once in a while an old tweet of mine lumping her Poe in w Gearheart is RT'ed. I cringe.,1
565154473648349184,"@Femitheist @Audmum1 @ktonieskacze Couldn't design a much poorer set of incentives, no.",1
565155026931572737,"@nitramy @JustLaurenB Well, spoiler alert @trishesdishes was actually pretty reasonable and (I think?) accepting of the idea of choice 4 men",1
565238525558140928,.@Apolocalypses @TehMenz I will totally pretend to be deaf at that point...walk out like you're a ghost &amp; I'm Bruce Willis in The 6th Sense.,1
565243831281414144,".@SirScatters @LostSailorNY Not being gay is not homophobia.  Some do try to conflate them, somehow...",1
